title,genres,budget,revenue,popularity,runtime,vote_average,success,movie_id,perfect_ratio
Movie 965,Science Fiction,104231399,63803574,98.79,106,8.09,0,878.0,0.61213391177835
Movie 966,Thriller,9411883,15308357,33.24,149,7.63,1,53.0,1.626492488272538
Movie 967,Romance,12082322,34115242,40.02,123,8.29,1,10749.0,2.8235666952097453
Movie 968,Comedy,17203305,15706786,60.73,179,7.83,0,35.0,0.9130097966640712
Movie 969,Horror,146066408,215401339,80.37,107,6.62,1,27.0,1.4746808793983623
Movie 970,Action,108145828,251401282,47.48,124,4.77,1,28.0,2.3246507669255627
Movie 971,Horror,106859763,289124732,42.84,96,8.33,1,27.0,2.7056463900261503
Movie 972,Comedy,90838873,197788702,99.57,119,8.04,1,35.0,2.177357506405875
Movie 973,Action,194510719,222799022,2.04,82,5.84,1,28.0,1.1454331316311672
Movie 974,Adventure,36555041,79928314,89.61,155,3.23,1,12.0,2.1865196102501976
Movie 975,Romance,188246519,233768123,15.76,155,6.83,1,10749.0,1.2418191010480253
Movie 976,Romance,77658629,178309887,78.81,145,3.3,1,10749.0,2.29607307386279
Movie 977,Animation,186863908,539117850,62.18,125,8.56,1,16.0,2.8850828165276305
Movie 978,Thriller,33359860,76843891,34.84,165,8.77,1,53.0,2.303483617737005
Movie 979,Drama,169716949,450972090,87.51,166,4.14,1,18.0,2.657201255721372
Movie 980,Science Fiction,163490644,82605218,2.28,109,7.06,0,878.0,0.5052596037238681
Movie 981,Adventure,120654085,276772062,23.44,148,3.55,1,12.0,2.293930304970611
Movie 982,Action,154250307,397035491,57.12,88,7.38,1,28.0,2.573968886817191
Movie 983,Adventure,165572509,99574784,35.8,164,5.08,0,12.0,0.601396841790928
Movie 984,Animation,110039037,294793954,61.43,90,7.09,1,16.0,2.6789943099920075
Movie 985,Romance,151732605,173238512,3.39,148,5.24,1,10749.0,1.1417355683045183
Movie 986,Thriller,94481782,204385849,12.53,178,3.87,1,53.0,2.1632302510975077
Movie 987,Action,129050312,322740273,13.58,170,5.44,1,28.0,2.500887196615224
Movie 988,Adventure,77165878,166420661,19.74,145,3.68,1,12.0,2.156661277151541
Movie 989,Romance,106275634,77656878,46.47,167,6.46,0,10749.0,0.7307119710996032
Movie 990,Romance,79350878,157972029,75.46,110,3.25,1,10749.0,1.9908037942566936
Movie 991,Horror,153028199,286768592,90.65,112,6.16,1,27.0,1.8739591387336396
Movie 992,Drama,41636644,114534212,83.7,118,8.32,1,18.0,2.7508031627140745
Movie 993,Adventure,193752163,292681886,20.49,173,8.03,1,12.0,1.5105993216705405
Movie 994,Science Fiction,93815365,122213533,44.67,125,8.3,1,878.0,1.3027027395778932
Movie 995,Adventure,99164033,235477581,20.74,116,8.53,1,12.0,2.3746269073183015
Movie 996,Drama,58975251,90331702,27.18,171,3.63,1,18.0,1.5316883009111737
Movie 997,Science Fiction,138311963,292563057,50.85,139,3.77,1,878.0,2.1152404365774204
Movie 998,Drama,183087754,387436614,7.74,110,6.34,1,18.0,2.11612522156998
Movie 999,Action,23763342,64638610,22.6,90,8.36,1,28.0,2.720097619265842
Movie 1000,Animation,20636869,41206276,93.6,166,8.85,1,16.0,1.9967309963541466
Movie 1001,Thriller,162349749,284986155,47.15,81,3.28,1,53.0,1.7553840197190573
Movie 1002,Drama,34942384,29602430,45.09,106,5.13,0,18.0,0.8471783150228102
Movie 1003,Horror,198085687,156357751,2.44,178,4.28,0,27.0,0.7893440125232268
Movie 1004,Science Fiction,153025061,135550197,25.49,81,7.54,0,878.0,0.8858039076357564
Movie 1005,Romance,188446194,175183577,86.76,100,6.84,0,10749.0,0.929621199990911
Movie 1006,N/A,36912253,77319828,17.3,137,3.72,1,N/A,2.0946927298098004
Movie 1007,Horror,133960449,315135676,42.1,84,5.9,1,27.0,2.352453118457374
Movie 1008,Science Fiction,151481610,276450727,2.42,131,7.11,1,878.0,1.8249788010571053
Movie 1009,Animation,40138695,103258572,48.36,124,7.67,1,16.0,2.57254432412414
Movie 1010,Drama,169016921,503359106,3.08,164,3.12,1,18.0,2.9781580626474673
Movie 1011,Romance,129759218,330890102,82.14,172,8.34,1,10749.0,2.550031566928833
Movie 1012,Animation,113023724,252857346,82.66,99,6.42,1,16.0,2.237205933862169
Movie 1013,Animation,84721515,155144728,78.99,140,7.87,1,16.0,1.8312317479214104
Movie 1014,Adventure,76495044,124085110,29.05,117,7.85,1,12.0,1.6221326704511734
Movie 1015,Drama,131971033,93828890,83.89,99,4.14,0,18.0,0.7109809468567242
Movie 1016,Comedy,49014453,73444328,54.76,104,3.66,1,35.0,1.4984218634450537
Movie 1017,Animation,101727619,282328383,38.01,81,7.33,1,16.0,2.7753365877952967
Movie 1018,Science Fiction,52569363,132477768,62.91,111,3.94,1,878.0,2.5200565584178753
Movie 1019,Science Fiction,33686304,35038081,2.22,105,8.1,1,878.0,1.0401283857083283
Movie 1020,Comedy,129161931,215250871,15.15,149,7.36,1,35.0,1.6665194561081624
Movie 1021,N/A,85740096,217934862,74.49,120,8.05,1,N/A,2.5418080007748065
Movie 1022,Adventure,77362381,51713764,25.17,146,4.79,0,12.0,0.668461380473799
Movie 1023,Drama,166916991,245114507,60.2,176,4.9,1,18.0,1.4684814621418618
Movie 1024,Animation,107472997,282611325,39.13,80,7.03,1,16.0,2.6296030899743124
Movie 1025,Romance,81480036,123014049,85.63,130,3.19,1,10749.0,1.5097446569611235
Movie 1026,Animation,27216317,18889120,95.29,84,7.36,0,16.0,0.6940365957671643
Movie 1027,Science Fiction,127111882,235962352,88.47,92,8.01,1,878.0,1.8563359167320015
Movie 1028,Action,188432803,500167785,27.79,98,5.49,1,28.0,2.654356232232028
Movie 1029,Action,35970444,71067304,20.22,91,7.59,1,28.0,1.975713838839465
Movie 1030,Horror,140970538,150231988,47.97,127,4.05,1,27.0,1.0656977701255563
Movie 1031,Thriller,135789378,198333836,1.73,104,4.93,1,53.0,1.46059904626708
Movie 1032,Romance,104527089,169888756,3.56,136,8.85,1,10749.0,1.6253084021119157
Movie 1033,Horror,73017911,142251003,55.78,114,8.92,1,27.0,1.9481658822038883
Movie 1034,Drama,41435721,99378503,52.52,155,6.08,1,18.0,2.39837754965094
Movie 1035,Animation,4757974,3555082,99.46,173,8.61,0,16.0,0.7471839904967955
Movie 1036,Comedy,62119361,169221220,20.98,84,6.14,1,35.0,2.724130082406997
Movie 1037,Thriller,43321932,22994166,26.55,177,4.75,0,53.0,0.5307742507882612
Movie 1038,Action,109955219,156700573,12.24,101,4.6,1,28.0,1.4251308343990474
Movie 1039,Horror,20931456,11900595,91.84,156,8.58,0,27.0,0.5685507496468473
Movie 1040,Science Fiction,60376958,89504949,78.0,136,4.03,1,878.0,1.4824355509928142
Movie 1041,N/A,12643208,22941499,82.41,126,6.48,1,N/A,1.8145314859962756
Movie 1042,Science Fiction,44928336,79936651,90.37,133,6.33,1,878.0,1.7792034630439018
Movie 1043,Romance,143329802,131013596,52.97,82,7.44,0,10749.0,0.9140708643412484
Movie 1044,Thriller,154185166,326001602,45.67,132,6.0,1,53.0,2.114351272936334
Movie 1045,Animation,147356119,90174006,33.71,163,4.63,0,16.0,0.6119461248840301
Movie 1046,Horror,188268645,452742234,59.33,110,4.02,1,27.0,2.404767049765509
Movie 1047,Animation,159230518,456451967,45.97,148,6.72,1,16.0,2.866611078913905
Movie 1048,Adventure,191221730,258038822,45.7,167,7.31,1,12.0,1.349422066205551
Movie 1049,Romance,157200541,281876047,93.76,112,6.42,1,10749.0,1.7930984537769499
Movie 1050,Romance,190834334,276189893,98.42,151,7.43,1,10749.0,1.447275693062654
Movie 1051,Horror,165185668,85363984,79.85,167,3.85,0,27.0,0.5167759711453902
Movie 1052,Adventure,78822269,115449894,75.92,129,8.29,1,12.0,1.464686255098797
Movie 1053,Drama,119227179,295600022,68.38,163,6.49,1,18.0,2.4793006467090866
Movie 1054,Adventure,144959985,288466326,17.44,95,3.76,1,12.0,1.9899721016113516
Movie 1055,Drama,187261879,141036244,6.85,155,5.77,0,18.0,0.7531497854937149
Movie 1056,Romance,4609736,12067591,69.38,156,8.07,1,10749.0,2.6178486143241173
Movie 1057,N/A,76169697,139216373,73.15,118,8.39,1,N/A,1.8277133621786628
Movie 1058,Drama,19161634,49902804,5.65,168,4.59,1,18.0,2.6043083799638382
Movie 1059,Action,18163810,35429488,92.88,125,7.27,1,28.0,1.9505537659775125
Movie 1060,Adventure,147443583,280027965,10.02,175,3.6,1,12.0,1.8992211075065912
Movie 1061,Comedy,52424149,40007382,29.3,167,3.2,0,35.0,0.7631479530549938
Movie 1062,Comedy,126966143,116605621,67.57,126,6.36,0,35.0,0.9183993326472869
Movie 1063,Horror,136353692,399524927,17.82,123,7.17,1,27.0,2.930063140497875
Movie 1064,N/A,64446855,69036558,6.49,88,7.77,1,N/A,1.0712168654312146
Movie 1065,Drama,67318090,198159569,33.78,166,5.04,1,18.0,2.9436302931351737
Movie 1066,Horror,195421608,357578895,76.83,129,3.04,1,27.0,1.8297817659959077
Movie 1067,Action,3155748,2649164,41.95,156,5.88,0,28.0,0.8394726068114438
Movie 1068,Action,61676365,46149679,65.64,139,3.1,0,28.0,0.7482554946291015
Movie 1069,N/A,167026013,170727338,58.38,175,3.55,1,N/A,1.0221601709429537
Movie 1070,Comedy,55256930,155498157,3.2,94,4.96,1,35.0,2.814093309201217
Movie 1071,Animation,169645332,260469296,98.87,115,5.62,1,16.0,1.5353755563400944
Movie 1072,Animation,9910852,14753152,5.1,142,4.68,1,16.0,1.4885856432928268
Movie 1073,Science Fiction,173645754,222790220,96.81,148,6.49,1,878.0,1.2830156503567602
Movie 1074,Action,38617741,33506861,55.44,165,3.33,0,28.0,0.8676546098333406
Movie 1075,Drama,100065241,172074989,96.35,159,3.87,1,18.0,1.719627987504672
Movie 1076,Drama,142158973,117298134,12.36,120,7.17,0,18.0,0.8251194527129849
Movie 1077,Animation,199987907,517708813,49.55,153,3.85,1,16.0,2.5887005907812215
Movie 1078,Comedy,16876696,24066041,17.78,103,6.84,1,35.0,1.4259924454407427
Movie 1079,Horror,10451244,15018530,6.05,161,3.33,1,27.0,1.4370088383736903
Movie 1080,Animation,111838825,188450217,62.14,128,5.44,1,16.0,1.6850160666476959
Movie 1081,Horror,75926168,122265372,21.57,97,4.06,1,27.0,1.6103192775381474
Movie 1082,Adventure,18606951,55581659,59.18,86,3.66,1,12.0,2.987144911597822
Movie 1083,Animation,63056263,117502370,12.12,83,6.4,1,16.0,1.8634528024599237
Movie 1084,Thriller,8021862,5779785,33.87,169,8.57,0,53.0,0.7205041672369832
Movie 1085,N/A,113882279,229722576,78.38,148,3.33,1,N/A,2.017193351039278
Movie 1086,Comedy,9351245,8219377,44.27,139,5.53,0,35.0,0.8789607159260612
Movie 1087,Comedy,106945887,61744578,63.15,134,7.25,0,35.0,0.5773441104845856
Movie 1088,Adventure,109146354,319455593,65.1,95,5.78,1,12.0,2.9268553762226452
Movie 1089,Animation,171858336,418276934,84.53,178,7.84,1,16.0,2.4338472240299125
Movie 1090,Romance,6345854,18721998,33.17,169,4.08,1,10749.0,2.950272414083274
Movie 1091,Drama,12683982,21495495,69.04,161,8.76,1,18.0,1.6946961135706438
Movie 1092,Horror,65365536,119661015,96.2,108,5.31,1,27.0,1.8306438273526893
Movie 1093,Action,193039576,177759024,73.29,102,5.05,0,28.0,0.9208423872625995
Movie 1094,Drama,185092816,206798385,49.5,93,8.25,1,18.0,1.1172685654099077
Movie 1095,Thriller,106546976,276635695,63.44,158,6.38,1,53.0,2.596373030802864
Movie 1096,Science Fiction,71790126,99821594,74.23,128,6.1,1,878.0,1.3904641148004113
Movie 1097,Comedy,39187510,100595805,61.62,112,7.36,1,35.0,2.567037431059029
Movie 1098,Science Fiction,137826817,313216170,2.65,104,6.48,1,878.0,2.2725343065856336
Movie 1099,Science Fiction,188058125,177325142,20.28,100,3.98,0,878.0,0.9429273103727903
Movie 1100,Science Fiction,18691444,33057985,81.24,96,7.05,1,878.0,1.7686158971987398
Movie 1101,N/A,136171687,298688279,27.99,102,3.8,1,N/A,2.193468301527321
Movie 1102,Horror,179350183,195060010,73.42,136,7.84,1,27.0,1.087593035798575
Movie 1103,Comedy,185036390,476787203,37.84,160,8.94,1,35.0,2.5767212762851677
Movie 1104,N/A,11016389,20513278,52.67,137,5.26,1,N/A,1.8620691408046683
Movie 1105,Adventure,88255618,80586657,7.73,93,5.67,0,12.0,0.9131051238007307
Movie 1106,Romance,12630982,24724655,18.94,172,3.28,1,10749.0,1.9574610271790427
Movie 1107,Animation,185894642,557550920,95.76,99,3.08,1,16.0,2.999284508694984
Movie 1108,Thriller,97231367,85204209,89.12,109,8.53,0,53.0,0.8763037240852533
Movie 1109,Romance,27704425,70421665,65.58,98,3.77,1,10749.0,2.5418923150363164
Movie 1110,Romance,62298111,63436453,46.5,132,5.67,1,10749.0,1.018272496255946
Movie 1111,Science Fiction,180232243,442645130,67.9,135,7.89,1,878.0,2.45597082204653
Movie 1112,Horror,190086734,444127162,62.24,156,8.34,1,27.0,2.336444804191333
Movie 1113,Romance,16586926,20753951,57.29,161,6.12,1,10749.0,1.2512234635881296
Movie 1114,Thriller,144714291,190235299,6.86,102,6.39,1,53.0,1.3145577930516896
Movie 1115,Science Fiction,82143014,203821746,63.65,141,7.02,1,878.0,2.4813034739631052
Movie 1116,Adventure,46745050,77298258,77.12,112,8.77,1,12.0,1.653613762312801
Movie 1117,Horror,166773731,388089988,99.41,97,6.62,1,27.0,2.3270450668277007
Movie 1118,Action,115567717,100539333,2.1,152,6.36,0,28.0,0.8699603627196338
Movie 1119,Comedy,11321336,29790900,73.29,112,3.09,1,35.0,2.6313943866695593
Movie 1120,Science Fiction,84667964,192806886,57.61,111,3.49,1,878.0,2.277211791699633
Movie 1121,Romance,123715546,342365084,43.97,140,6.46,1,10749.0,2.767357014291478
Movie 1122,Drama,78859104,65526470,13.63,133,8.62,0,18.0,0.8309309474274524
Movie 1123,Drama,145020733,287508860,41.5,96,8.2,1,18.0,1.9825362487996803
Movie 1124,N/A,74205955,148248765,36.08,98,8.9,1,N/A,1.9978014567698779
Movie 1125,Action,32738453,45298621,30.98,170,6.17,1,28.0,1.3836518481798759
Movie 1126,N/A,115091841,189460282,73.36,149,7.73,1,N/A,1.6461660562020204
Movie 1127,Action,54509641,32430723,70.37,178,8.04,0,28.0,0.5949538908172226
Movie 1128,N/A,8583354,20296628,59.31,113,6.89,1,N/A,2.364649995794185
Movie 1129,Thriller,20908425,39167882,93.93,163,5.03,1,53.0,1.8733061911645665
Movie 1130,Science Fiction,128052640,82511055,35.64,104,5.82,0,878.0,0.6443526271695765
Movie 1131,Romance,174585525,384418074,25.14,147,8.15,1,10749.0,2.201889727112256
Movie 1132,Adventure,38612325,64365015,65.93,153,4.79,1,12.0,1.6669551755818899
Movie 1133,Science Fiction,157686220,92428274,20.68,153,8.54,0,878.0,0.5861531464195159
Movie 1134,Comedy,17413486,50917369,32.19,167,4.38,1,35.0,2.924019291714479
Movie 1135,Thriller,146823971,421793019,23.24,164,7.5,1,53.0,2.8727803513773646
Movie 1136,Action,84752812,151051211,7.85,90,6.78,1,28.0,1.7822560388910753
Movie 1137,Action,11688727,8581641,82.92,170,7.5,0,28.0,0.7341809762517338
Movie 1138,Adventure,179060211,427336693,26.2,95,5.62,1,12.0,2.3865530516994644
Movie 1139,Comedy,96723191,167314459,47.83,169,8.6,1,35.0,1.7298277411050262
Movie 1140,Comedy,10828366,13601712,5.29,140,6.79,1,35.0,1.2561186055218303
Movie 1141,N/A,172200135,297655758,70.23,173,4.73,1,N/A,1.7285454392936452
Movie 1142,Romance,108019524,195095181,33.73,159,6.83,1,10749.0,1.8061103564944425
Movie 1143,Thriller,180320878,343832108,74.73,86,4.72,1,53.0,1.9067792471596106
Movie 1144,Romance,146836355,235387382,41.83,95,4.76,1,10749.0,1.6030592832408568
Movie 1145,Comedy,150261131,302684257,20.38,178,5.4,1,35.0,2.014388251875996
Movie 1146,Action,94982380,265650213,51.8,95,8.11,1,28.0,2.796836771199037
Movie 1147,Thriller,140743361,197838750,13.92,119,6.0,1,53.0,1.4056702113288313
Movie 1148,Action,53411802,123610461,44.61,91,7.07,1,28.0,2.3142911561006687
Movie 1149,Thriller,70353566,192496600,32.41,114,5.35,1,53.0,2.7361313852946703
Movie 1150,N/A,155372722,254803214,91.28,100,4.58,1,N/A,1.639948188588728
Movie 1151,N/A,28695858,46161293,7.03,129,8.73,1,N/A,1.6086395813639724
Movie 1152,Drama,13920739,27915153,69.71,122,6.62,1,18.0,2.0052924632808646
Movie 1153,Drama,184500067,365036500,19.09,179,8.6,1,18.0,1.978516896690341
Movie 1154,Comedy,124175705,312484853,32.59,96,4.22,1,35.0,2.5164733552348264
Movie 1155,Drama,8726890,14758990,42.14,111,3.88,1,18.0,1.6912084373700138
Movie 1156,Science Fiction,157892442,472146933,90.89,120,8.13,1,878.0,2.9903073701273173
Movie 1157,Adventure,143575684,93134519,25.02,85,7.09,0,12.0,0.6486789155745899
Movie 1158,N/A,62413011,31700792,10.04,167,4.12,0,N/A,0.5079196066986738
Movie 1159,N/A,93663037,196738813,32.55,106,4.62,1,N/A,2.1004957697453266
Movie 1160,Action,144669065,180270281,11.36,99,7.8,1,28.0,1.2460872751199437
Movie 1161,Comedy,129953191,143072741,13.73,104,5.72,1,35.0,1.1009559665218225
Movie 1162,Adventure,90729573,116110962,57.81,145,7.02,1,12.0,1.2797476959359215
Movie 1163,Thriller,172158661,196281345,7.03,88,4.91,1,53.0,1.1401189104276317
Movie 1164,Action,112030983,64639090,4.06,171,5.29,0,28.0,0.5769751212483782
Movie 1165,Horror,106251630,311193238,71.73,132,8.94,1,27.0,2.928832602379841
Movie 1166,Drama,163906457,172407255,36.8,140,4.49,1,18.0,1.0518637163879394
Movie 1167,Action,43019117,100452839,13.41,117,6.04,1,28.0,2.3350744042468374
Movie 1168,Action,122768331,295440882,26.11,82,8.07,1,28.0,2.406490986669844
Movie 1169,Science Fiction,159279897,449670005,64.57,163,4.44,1,878.0,2.8231434943733045
Movie 1170,Adventure,102918860,59319718,28.28,149,5.49,0,12.0,0.5763736403609601
Movie 1171,N/A,61628583,165172050,49.96,176,6.69,1,N/A,2.6801208458743893
Movie 1172,Action,26291709,47800047,13.05,134,5.89,1,28.0,1.8180654213082916
Movie 1173,Comedy,165474065,344411145,59.22,80,5.76,1,35.0,2.0813602723786353
Movie 1174,Drama,26836512,56656591,32.29,149,5.18,1,18.0,2.1111756624705924
Movie 1175,Adventure,78782638,200855903,63.07,124,6.52,1,12.0,2.5494945091836096
Movie 1176,Action,166766759,222386525,81.03,177,6.75,1,28.0,1.3335183002507112
Movie 1177,Drama,131837162,307527052,61.55,126,6.92,1,18.0,2.3326279732872286
Movie 1178,Science Fiction,171564587,312495506,30.28,158,3.42,1,878.0,1.8214452729688324
Movie 1179,Romance,12309411,30570238,26.32,105,6.79,1,10749.0,2.4834850343367365
Movie 1180,Drama,188907055,562256362,33.41,93,8.72,1,18.0,2.976365080700665
Movie 1181,Horror,40302467,40368061,17.3,133,6.25,1,27.0,1.0016275430484194
Movie 1182,Romance,173162180,517169907,18.94,150,7.29,1,10749.0,2.986621599473973
Movie 1183,Horror,99881316,72367048,79.28,125,6.34,0,27.0,0.7245303816381434
Movie 1184,Thriller,85776775,43385366,39.09,110,8.13,0,53.0,0.5057938585357167
Movie 1185,Comedy,114246334,69736515,44.16,167,8.58,0,35.0,0.6104048380230739
Movie 1186,Comedy,119279273,161558528,59.81,138,4.11,1,35.0,1.3544560084634318
Movie 1187,Science Fiction,92253744,192096818,59.38,174,5.62,1,878.0,2.082265821103152
Movie 1188,Action,60220571,40502781,7.67,108,5.35,0,28.0,0.6725738452396939
Movie 1189,Romance,190902201,98155141,83.32,175,5.43,0,10749.0,0.5141645328646578
Movie 1190,Science Fiction,28580296,81245995,18.56,96,3.75,1,878.0,2.842727556075696
Movie 1191,Horror,64655986,165184185,72.58,93,7.88,1,27.0,2.5548165795507316
Movie 1192,Horror,180301837,454893949,77.49,115,3.21,1,27.0,2.522957927489114
Movie 1193,Romance,120999784,328037757,71.78,137,6.17,1,10749.0,2.711060682554607
Movie 1194,Horror,154271050,347123080,58.32,103,6.97,1,27.0,2.250085677124775
Movie 1195,N/A,58292182,44360952,2.45,142,4.24,0,N/A,0.7610103186736088
Movie 1196,Adventure,175034265,262157652,36.68,170,8.44,1,12.0,1.497750466173009
Movie 1197,Action,114378925,263972114,60.88,104,8.03,1,28.0,2.307873710126232
Movie 1198,Comedy,108334614,130092121,39.36,138,5.83,1,35.0,1.2008361519615514
Movie 1199,Drama,197889400,439020782,86.48,111,5.47,1,18.0,2.2185159083811463
Movie 1200,Drama,85380672,47919570,31.57,161,4.42,0,18.0,0.5612461096581671
Movie 1201,Thriller,81908854,103642823,30.06,97,7.38,1,53.0,1.2653433412705297
Movie 1202,Thriller,172350386,322782256,27.33,116,3.79,1,53.0,1.8728258374773816
Movie 1203,Adventure,124589543,259174228,33.95,105,7.08,1,12.0,2.0802245658770895
Movie 1204,Drama,195967438,380686670,56.18,88,8.05,1,18.0,1.9426016581387362
Movie 1205,Thriller,104090836,233620503,70.99,178,4.37,1,53.0,2.244390687764291
Movie 1206,Animation,19492846,10043140,66.59,143,8.2,0,16.0,0.5152218408743392
Movie 1207,Animation,98483912,74094666,80.96,151,3.2,0,16.0,0.7523529934513568
Movie 1208,Comedy,78652169,210186959,88.71,99,8.48,1,35.0,2.6723606185609454
Movie 1209,Romance,163306360,359987903,81.79,133,3.71,1,10749.0,2.2043716056129106
Movie 1210,N/A,20894388,16346287,2.88,165,6.87,0,N/A,0.7823290636701108
Movie 1211,Adventure,178045145,463840735,73.86,162,4.5,1,12.0,2.6051860891797975
Movie 1212,Drama,91190760,100818502,21.63,109,8.02,1,18.0,1.1055780432140274
Movie 1213,Thriller,100508798,170427714,14.16,132,6.07,1,53.0,1.6956497081976842
Movie 1214,Drama,170670899,147287497,64.21,171,3.81,0,18.0,0.8629912765620341
Movie 1215,Action,161612888,367713786,32.65,178,6.43,1,28.0,2.275275137710552
Movie 1216,Romance,193653386,419673234,6.65,142,5.45,1,10749.0,2.167136049973327
Movie 1217,Comedy,146367425,150433684,14.63,90,6.97,1,35.0,1.0277811746705252
Movie 1218,N/A,122118598,324652526,1.09,110,8.29,1,N/A,2.65850190975825
Movie 1219,Animation,148975377,223949479,90.42,128,5.46,1,16.0,1.5032650597017787
Movie 1220,N/A,187130906,230411988,3.44,179,4.74,1,N/A,1.2312877275333665
Movie 1221,Horror,187636634,165274845,21.74,173,3.09,0,27.0,0.880823970653833
Movie 1222,Thriller,64213072,74835200,42.21,166,6.45,1,53.0,1.165420025380502
Movie 1223,Adventure,106519743,59125626,36.3,98,5.41,0,12.0,0.5550672986509178
Movie 1224,Action,160364010,314015780,91.26,91,5.25,1,28.0,1.9581437256401857
Movie 1225,Action,142075386,370188338,4.99,94,4.1,1,28.0,2.605576859034541
Movie 1226,Adventure,65164715,122017743,51.71,110,5.58,1,12.0,1.8724511110038615
Movie 1227,N/A,163132730,170993265,68.37,122,8.91,1,N/A,1.048184904402691
Movie 1228,Adventure,69105394,40369501,93.24,116,4.79,0,12.0,0.58417293735421
Movie 1229,Romance,65991256,68404568,62.42,158,6.6,1,10749.0,1.0365701783278682
Movie 1230,Animation,175003379,269558329,80.57,108,7.66,1,16.0,1.5403035675099737
Movie 1231,Horror,189658373,454995855,9.29,105,7.49,1,27.0,2.399028568066436
Movie 1232,Thriller,146509876,142057020,39.21,81,4.97,0,53.0,0.9696071273720824
Movie 1233,Comedy,172136855,395825020,38.02,163,6.67,1,35.0,2.2994786328587216
Movie 1234,Romance,131978076,352029565,88.74,94,8.23,1,10749.0,2.667333663812465
Movie 1235,Comedy,78688894,128645885,15.99,83,3.09,1,35.0,1.6348671135217634
Movie 1236,Action,119485994,305117042,16.04,165,5.61,1,28.0,2.553579978587281
Movie 1237,Comedy,32199893,60749714,33.53,129,4.35,1,35.0,1.886643350026039
Movie 1238,Drama,141003993,295082876,6.39,117,5.33,1,18.0,2.0927270903597743
Movie 1239,Comedy,57240283,103930961,19.06,102,5.5,1,35.0,1.8156961418237572
Movie 1240,Science Fiction,109150641,180964317,96.56,138,7.48,1,878.0,1.6579317843859478
Movie 1241,Drama,166516756,180942702,43.39,169,3.56,1,18.0,1.0866335998042143
Movie 1242,Romance,66170480,83241481,63.57,154,6.08,1,10749.0,1.2579851468509824
Movie 1243,Animation,164386192,201360805,72.89,107,6.39,1,16.0,1.2249252966453532
Movie 1244,Romance,102233747,195084718,37.33,145,5.96,1,10749.0,1.9082223211480256
Movie 1245,Drama,93294504,74624802,15.58,87,7.39,0,18.0,0.7998842246913066
Movie 1246,Animation,102630640,286542614,21.45,108,5.3,1,16.0,2.791979217902178
Movie 1247,Drama,171184309,394004287,32.01,90,8.67,1,18.0,2.301637862147751
Movie 1248,Romance,99138587,149066175,63.97,97,5.89,1,10749.0,1.5036140771302298
Movie 1249,Comedy,151623294,135939435,40.43,134,6.43,0,35.0,0.896560359650279
Movie 1250,Science Fiction,10427504,28206194,1.67,129,7.95,1,878.0,2.704980405665632
Movie 1251,Romance,142240064,364055652,52.82,93,4.65,1,10749.0,2.5594452207220604
Movie 1252,Horror,20655820,47597286,92.23,153,3.45,1,27.0,2.3043038717417175
Movie 1253,Thriller,96855581,114179908,81.4,178,7.25,1,53.0,1.178867617344632
Movie 1254,Action,97231290,146441659,82.7,88,5.9,1,28.0,1.5061165906571845
Movie 1255,Action,100017426,75700252,79.71,178,8.38,0,28.0,0.7568706277244127
Movie 1256,Adventure,159428477,155059947,33.05,90,8.9,0,12.0,0.9725988099353167
Movie 1257,N/A,76761695,188645058,76.75,142,5.39,1,N/A,2.4575415902423727
Movie 1258,Thriller,132992221,304232578,15.17,155,5.49,1,53.0,2.287596791093518
Movie 1259,Adventure,14691164,29143073,66.11,146,5.45,1,12.0,1.983714360550328
Movie 1260,Adventure,157979628,432756251,64.52,132,4.95,1,12.0,2.739316812418371
Movie 1261,Comedy,12707868,24884118,3.53,118,7.69,1,35.0,1.958166232132723
Movie 1262,Comedy,149463901,249219097,79.01,157,7.55,1,35.0,1.667419994611274
Movie 1263,Comedy,104357583,140979462,90.42,135,5.87,1,35.0,1.350926860772542
Movie 1264,N/A,11055079,31519370,27.47,107,3.27,1,N/A,2.851121190540565
Movie 1265,Romance,108174930,76456813,81.43,154,4.86,0,10749.0,0.7067886524169694
Movie 1266,Animation,14781009,41789141,9.16,118,4.75,1,16.0,2.8272184260222017
Movie 1267,Animation,190170432,488126926,60.4,104,7.87,1,16.0,2.566786649567058
Movie 1268,Comedy,110640269,91258839,49.08,100,3.53,0,35.0,0.8248248112990397
Movie 1269,Adventure,115070898,220068592,55.05,89,7.83,1,12.0,1.912460889981062
Movie 1270,Science Fiction,68812526,183479651,92.69,122,7.02,1,878.0,2.6663699425886502
Movie 1271,Thriller,119746097,231052837,87.26,94,7.39,1,53.0,1.9295229054521918
Movie 1272,Adventure,105755393,292730880,78.72,162,5.59,1,12.0,2.7679995477866552
Movie 1273,Action,148986933,425724133,28.1,127,7.08,1,28.0,2.8574595397570874
Movie 1274,Drama,15013403,23360274,91.27,165,6.65,1,18.0,1.5559612967160077
Movie 1275,Action,188208816,271638801,10.65,100,7.61,1,28.0,1.4432841498774425
Movie 1276,Thriller,111651505,317179917,85.48,139,5.68,1,53.0,2.8408028803552625
Movie 1277,Adventure,66954738,146486933,33.49,175,5.84,1,12.0,2.187850141389546
Movie 1278,Science Fiction,130880894,103403327,6.32,129,6.86,0,878.0,0.7900566984207794
Movie 1279,Horror,174866627,105921852,67.27,102,3.65,0,27.0,0.6057293711052139
